,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,age_range,GENDER,NAZOKRESU
36170,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36171,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
58820,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58819,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58838,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58785,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
44669,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
44668,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
58806,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58805,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58804,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
29841,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29861,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29843,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29844,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29845,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29851,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
11189,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
11190,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
29862,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
58813,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58844,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58843,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58842,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58841,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
59591,25225,42000,15000.0,"MONETA Money Bank, a.s.",49,Muž,0,37,92,0,0,1600,0,43 - 55,0,Praha-západ
59592,25225,42000,15000.0,"MONETA Money Bank, a.s.",49,Muž,0,37,92,0,0,1600,0,43 - 55,0,Praha-západ
59593,25225,42000,15000.0,"MONETA Money Bank, a.s.",49,Muž,0,37,92,0,0,1600,0,43 - 55,0,Praha-západ
58836,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58837,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58818,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58801,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58840,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58778,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58777,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58779,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58839,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58821,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58849,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58795,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
11186,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
11172,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
29863,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
11197,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
46357,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46358,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46359,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
58808,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
46360,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46361,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46362,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46363,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46364,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46344,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46365,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46366,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46352,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46353,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
46354,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
58784,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
11165,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
11181,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
11164,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
11166,59301,17500,10000.0,"Česká spořitelna, a.s.",49,Muž,0,31,93,0,1,1600,0,43 - 55,0,Žďár nad Sázavou
58828,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58797,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58798,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58799,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58800,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58791,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58792,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58825,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58780,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58811,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
29859,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29860,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29849,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29858,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29847,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29846,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29853,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29850,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29842,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29834,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
36176,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36177,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36166,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36167,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36138,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36139,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36140,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36149,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36165,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36161,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36146,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36147,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36163,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36157,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36162,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36148,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36160,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36137,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36144,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36145,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36151,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
58793,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58810,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
36174,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36175,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
29836,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29838,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29839,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
29840,54101,18700,12000.0,"Česká spořitelna, a.s.",53,Žena,1,5,34,0,1,1600,1,43 - 55,1,Trutnov
36150,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36142,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36143,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36158,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
36159,41501,13000,10000.0,Equa bank a.s.,66,Žena,0,78,94,0,1,1600,0,56 - 68,1,Teplice
58781,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58782,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
58783,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
46349,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
44666,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
44676,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
44675,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
44674,32600,73000,15000.0,Air Bank a.s.,43,Muž,0,78,40,0,1,1600,0,43 - 55,0,Plzeň-město
46367,54101,25000,15000.0,"Komerční banka, a.s.",48,Žena,1,37,78,0,0,1600,0,43 - 55,1,Trutnov
58824,37401,23000,5000.0,"BNP Paribas Personal Finance SA, odštěpný závod",42,Muž,1,80,92,0,1,1600,0,43 - 55,0,České Budějovice
