,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,age_range,GENDER,NAZOKRESU
18375,16000,33000,10000.0,"Česká spořitelna, a.s.",46,Muž,1,89,72,1,1,0,1,43 - 55,0,Hlavní město Praha
23863,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
72966,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
23860,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
23861,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
18438,10000,31830,15000.0,Raiffeisenbank a.s.,47,Muž,1,37,20,1,1,0,1,43 - 55,0,Hlavní město Praha
74709,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
61188,68706,11129,15000.0,"Československá obchodní banka, a.s.",52,Žena,0,90,23,0,1,0,0,43 - 55,1,Uherské Hraditě
61189,68706,11129,15000.0,"Československá obchodní banka, a.s.",52,Žena,0,90,23,0,1,0,0,43 - 55,1,Uherské Hraditě
61190,68706,11129,15000.0,"Československá obchodní banka, a.s.",52,Žena,0,90,23,0,1,0,0,43 - 55,1,Uherské Hraditě
28551,36007,33000,7000.0,"Komerční banka, a.s.",44,Muž,0,37,94,0,1,0,0,43 - 55,0,Karlovy Vary
25326,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25357,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25354,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25353,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25352,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25351,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
23343,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23334,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23309,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
25358,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
49989,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
49990,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
49991,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
49992,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
49993,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
49994,77900,65000,10000.0,Air Bank a.s.,63,Žena,0,109,91,0,0,0,0,56 - 68,1,Olomouc
25325,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25356,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25344,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
72961,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
72960,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
72977,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
72970,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
25335,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25347,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25346,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25345,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
46988,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
25343,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25342,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25341,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
37507,10000,32100,15000.0,"Česká spořitelna, a.s.",42,Muž,1,89,88,0,1,0,1,43 - 55,0,Hlavní město Praha
37508,10000,32100,15000.0,"Česká spořitelna, a.s.",42,Muž,1,89,88,0,1,0,1,43 - 55,0,Hlavní město Praha
25338,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25337,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25336,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
40601,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
63894,10000,36000,10000.0,Raiffeisenbank a.s.,53,Muž,0,37,72,0,1,0,1,43 - 55,0,Hlavní město Praha
63893,10000,36000,10000.0,Raiffeisenbank a.s.,53,Muž,0,37,72,0,1,0,1,43 - 55,0,Hlavní město Praha
46976,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
52614,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
63859,69501,27500,10000.0,"Česká spořitelna, a.s.",48,Muž,1,46,89,0,1,0,1,43 - 55,0,Hodonín
40598,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
40599,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
40600,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
29025,60200,21000,6000.0,"Fio banka, a.s.",43,Žena,0,212,95,0,1,0,0,43 - 55,1,Brno-město
72968,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
72969,41002,24000,10000.0,"Komerční banka, a.s.",44,Muž,1,160,10,0,0,0,0,43 - 55,0,Litoměřice
74699,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74700,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74695,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74696,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74697,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74698,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
40590,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
46980,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46982,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46983,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46984,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46985,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
67386,62500,33000,15000.0,Air Bank a.s.,62,Muž,0,193,17,0,1,0,0,56 - 68,0,Brno-město
67389,62500,33000,15000.0,Air Bank a.s.,62,Muž,0,193,17,0,1,0,0,56 - 68,0,Brno-město
23308,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
3432,29429,28400,10000.0,"Česká spořitelna, a.s.",43,Žena,0,37,46,0,1,0,1,43 - 55,1,Mladá Boleslav
63891,10000,36000,10000.0,Raiffeisenbank a.s.,53,Muž,0,37,72,0,1,0,1,43 - 55,0,Hlavní město Praha
46967,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46968,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46974,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46975,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
29023,60200,21000,6000.0,"Fio banka, a.s.",43,Žena,0,212,95,0,1,0,0,43 - 55,1,Brno-město
29024,60200,21000,6000.0,"Fio banka, a.s.",43,Žena,0,212,95,0,1,0,0,43 - 55,1,Brno-město
29026,60200,21000,6000.0,"Fio banka, a.s.",43,Žena,0,212,95,0,1,0,0,43 - 55,1,Brno-město
74706,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
71696,14900,24000,2000.0,Air Bank a.s.,55,Žena,1,94,94,1,0,0,0,56 - 68,1,Praha-západ
71695,14900,24000,2000.0,Air Bank a.s.,55,Žena,1,94,94,1,0,0,0,56 - 68,1,Hlavní město Praha
46969,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46973,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46989,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
40594,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
74704,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
74705,66601,35000,5000.0,"Česká spořitelna, a.s.",56,Žena,1,78,87,0,1,0,0,56 - 68,1,Brno-venkov
71692,14900,24000,2000.0,Air Bank a.s.,55,Žena,1,94,94,1,0,0,0,56 - 68,1,Hlavní město Praha
71694,14900,24000,2000.0,Air Bank a.s.,55,Žena,1,94,94,1,0,0,0,56 - 68,1,Hlavní město Praha
71693,14900,24000,2000.0,Air Bank a.s.,55,Žena,1,94,94,1,0,0,0,56 - 68,1,Hlavní město Praha
23864,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
23865,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
23866,19000,30000,15000.0,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0,43 - 55,0,Hlavní město Praha
46972,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46986,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46987,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
63890,10000,36000,10000.0,Raiffeisenbank a.s.,53,Muž,0,37,72,0,1,0,1,43 - 55,0,Hlavní město Praha
40602,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Olomouc
40591,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Olomouc
40592,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
40593,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Olomouc
40595,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
40596,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
40597,79351,14000,15000.0,"Fio banka, a.s.",51,Žena,0,78,93,0,1,0,0,43 - 55,1,Bruntál
63892,10000,36000,10000.0,Raiffeisenbank a.s.,53,Muž,0,37,72,0,1,0,1,43 - 55,0,Hlavní město Praha
25355,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
46981,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
46970,79201,27700,15000.0,Raiffeisenbank a.s.,42,Žena,1,37,45,0,1,0,1,43 - 55,1,Bruntál
52610,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
52611,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
52617,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
52616,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
52615,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
52612,78391,31770,12000.0,Raiffeisenbank a.s.,45,Muž,1,37,29,0,1,0,1,43 - 55,0,Olomouc
47247,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47257,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47258,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
28524,69617,9591,1000.0,"Československá obchodní banka, a.s.",51,Muž,0,46,92,0,1,0,0,43 - 55,0,Hodonín
47315,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
25328,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
25321,78901,24000,10000.0,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1,43 - 55,0,umperk
47276,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47246,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47256,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47248,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47249,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47250,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47259,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47274,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47289,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47290,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47291,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47263,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47272,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47273,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47260,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47279,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47280,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
23327,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23295,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23296,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
47292,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47264,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47265,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Semily
47266,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47270,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47299,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47300,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47301,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47302,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
23335,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23330,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23331,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
30937,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
30908,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
30907,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
30915,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
23315,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23316,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
47275,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
23336,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23337,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23338,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23339,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23341,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
23342,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
30917,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
30916,58001,20000,5000.0,"Fio banka, a.s.",53,Žena,0,77,91,0,0,0,0,43 - 55,1,Havlíčkův Brod
47251,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47261,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47262,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
9664,10000,26450,10000.0,"Česká spořitelna, a.s.",62,Muž,1,46,60,0,1,0,1,56 - 68,0,Hlavní město Praha
9663,10000,26450,10000.0,"Česká spořitelna, a.s.",62,Muž,1,46,60,0,1,0,1,56 - 68,0,Hlavní město Praha
9662,10000,26450,10000.0,"Česká spořitelna, a.s.",62,Muž,1,46,60,0,1,0,1,56 - 68,0,Hlavní město Praha
69950,41301,31250,15000.0,"Česká spořitelna, a.s.",57,Muž,1,46,12,1,1,0,1,56 - 68,0,Litoměřice
69951,41301,31250,15000.0,"Česká spořitelna, a.s.",57,Muž,1,46,12,1,1,0,1,56 - 68,0,Litoměřice
69969,41301,31250,15000.0,"Česká spořitelna, a.s.",57,Muž,1,46,12,1,1,0,1,56 - 68,0,Litoměřice
47319,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47252,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47253,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47254,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47255,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47267,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47268,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47269,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47288,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47331,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47271,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47304,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47305,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47306,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47307,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47308,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47277,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
23307,54401,15000,5000.0,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0,43 - 55,1,Trutnov
47312,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47332,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47333,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Semily
47334,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47335,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47303,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47336,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47337,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47338,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47324,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47298,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47285,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47286,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47287,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47320,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47321,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47322,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47323,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47339,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47293,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47294,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47327,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
47328,50601,34290,15000.0,"Česká spořitelna, a.s.",56,Žena,1,89,22,1,1,0,1,56 - 68,1,Jičín
