CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET
32300,80000,15000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",33,Žena,1,89,88,0,1,4600,0
56124,16000,3000.0000,"Česká spořitelna, a.s.",28,Muž,1,82,92,1,1,1200,0
25067,38000,1000.0000,"Česká spořitelna, a.s.",36,Žena,1,89,25,0,1,2200,0
66491,15000,6000.0000,"Československá obchodní banka, a.s.",21,Muž,0,80,75,1,1,800,0
19016,30000,14000.0000,"MONETA Money Bank, a.s.",30,Žena,1,109,30,0,1,1500,0
26252,35000,6000.0000,"Československá obchodní banka, a.s.",19,Muž,1,86,34,0,1,0,0
79084,15000,1000.0000,"Česká spořitelna, a.s.",20,Muž,1,213,93,0,0,0,0
39701,17000,3000.0000,"Česká spořitelna, a.s.",22,Žena,0,193,43,1,1,300,0
14000,40000,15000.0000,Raiffeisenbank a.s.,31,Muž,0,178,0,0,0,3850,0
57001,17000,4000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",20,Muž,1,37,80,0,1,150,0
59231,24000,10000.0000,"Komerční banka, a.s.",32,Muž,1,37,28,0,1,2600,0
25210,26000,10000.0000,Air Bank a.s.,30,Muž,0,94,17,0,1,2150,0
34142,28000,6000.0000,"mBank S.A., organizační složka",26,Žena,1,46,50,1,1,1550,0
28922,30000,3000.0000,"MONETA Money Bank, a.s.",52,Žena,0,62,89,0,1,2550,0
25801,20000,4000.0000,Equa bank a.s.,32,Muž,0,109,82,0,1,3750,0
13000,25000,6000.0000,"mBank S.A., organizační složka",28,Žena,1,80,90,1,1,150,0
75661,19750,5000.0000,"Česká spořitelna, a.s.",37,Žena,1,89,13,1,1,0,1
46331,51000,10000.0000,"MONETA Money Bank, a.s.",21,Muž,1,79,84,1,1,0,1
77900,23000,8000.0000,"Fio banka, a.s.",24,Muž,0,217,88,0,0,200,0
71700,26000,4000.0000,"Česká spořitelna, a.s.",37,Žena,1,213,25,0,1,200,0
73701,18000,12000.0000,"Česká spořitelna, a.s.",24,Muž,0,193,63,1,1,0,1
74401,23000,2000.0000,Equa bank a.s.,25,Muž,1,89,94,0,0,1400,0
68756,16000,1000.0000,"Česká spořitelna, a.s.",30,Muž,1,79,24,0,1,3650,0
38701,30000,10000.0000,Raiffeisenbank a.s.,29,Muž,1,46,34,1,1,1650,0
54232,24000,15000.0000,"MONETA Money Bank, a.s.",27,Muž,1,37,91,1,1,1200,0
73961,19500,15000.0000,"MONETA Money Bank, a.s.",30,Muž,1,81,93,0,0,900,1
28002,22000,7000.0000,"Česká spořitelna, a.s.",33,Žena,1,37,94,0,1,2300,0
78973,28500,6000.0000,"Československá obchodní banka, a.s.",28,Žena,1,176,57,0,1,1100,0
43401,25000,2000.0000,Air Bank a.s.,29,Žena,0,193,94,0,0,1600,0
53002,21000,3000.0000,"Fio banka, a.s.",26,Žena,1,213,57,0,1,2850,0
27713,20000,6000.0000,"mBank S.A., organizační složka",27,Muž,0,90,14,1,1,250,0
73401,24000,5000.0000,"Fio banka, a.s.",36,Muž,1,86,12,0,1,350,0
56301,17000,4000.0000,"Česká spořitelna, a.s.",27,Žena,1,31,95,0,3,900,0
41501,99000,10000.0000,"MONETA Money Bank, a.s.",24,Žena,1,37,73,1,1,550,0
69701,20000,5000.0000,"mBank S.A., organizační složka",25,Muž,0,82,78,0,1,700,0
33012,45000,6000.0000,"Komerční banka, a.s.",34,Muž,0,193,91,0,1,2200,0
38501,30000,3000.0000,Equa bank a.s.,37,Muž,1,78,91,0,1,4850,0
54701,19500,2000.0000,,21,Žena,1,89,57,1,1,0,0
58001,18000,10000.0000,"MONETA Money Bank, a.s.",23,Žena,1,37,82,0,1,550,0
79401,35000,15000.0000,Equa bank a.s.,56,Muž,0,89,92,0,1,2250,0
29301,23000,15000.0000,"Česká spořitelna, a.s.",45,Muž,0,193,50,0,1,700,0
33901,35000,10000.0000,"Československá obchodní banka, a.s.",31,Muž,1,178,34,0,1,2050,0
70030,16500,12000.0000,Air Bank a.s.,28,Žena,0,89,95,0,1,650,0
70200,19000,12000.0000,"Československá obchodní banka, a.s.",23,Muž,0,193,84,1,0,1300,0
53003,13000,1000.0000,"MONETA Money Bank, a.s.",21,Žena,1,46,93,1,0,0,0
71500,6111,2000.0000,"Česká spořitelna, a.s.",21,Žena,1,213,30,1,1,0,0
54401,15000,5000.0000,Equa bank a.s.,51,Žena,1,89,17,1,1,0,0
46343,12500,10000.0000,Air Bank a.s.,38,Muž,0,193,72,1,1,1300,0
40340,23000,10000.0000,Raiffeisenbank a.s.,45,Muž,1,109,58,0,1,2450,0
33008,30000,10000.0000,"Československá obchodní banka, a.s.",56,Muž,0,185,80,0,1,5600,0
70030,30000,3000.0000,Equa bank a.s.,27,Muž,1,37,73,0,1,0,0
74601,15200,2000.0000,"Československá obchodní banka, a.s.",30,Žena,1,37,95,0,1,3850,0
34101,19500,3000.0000,Equa bank a.s.,20,Žena,1,212,93,0,0,50,0
79809,14000,8000.0000,"Česká spořitelna, a.s.",22,Žena,1,185,22,1,1,1350,0
46602,20000,3000.0000,"Československá obchodní banka, a.s.",40,Žena,0,62,91,0,1,350,1
67401,15000,2000.0000,Waldviertler Sparkasse Bank AG,25,Muž,0,37,84,1,1,0,0
75501,16500,10000.0000,"Česká spořitelna, a.s.",36,Žena,0,37,15,0,1,1250,0
73301,26000,5000.0000,Equa bank a.s.,24,Muž,0,89,72,0,1,1600,0
43401,26500,8000.0000,"mBank S.A., organizační složka",32,Muž,0,213,89,0,1,350,0
76901,19000,2000.0000,"Československá obchodní banka, a.s.",30,Žena,1,37,94,0,1,2250,0
15000,25000,10000.0000,"Československá obchodní banka, a.s.",49,Muž,0,109,90,0,1,950,0
73601,16000,5000.0000,"Česká spořitelna, a.s.",19,Muž,0,193,16,0,1,0,0
74721,25000,3000.0000,Equa bank a.s.,21,Muž,0,193,92,0,1,550,0
61300,12000,2000.0000,Air Bank a.s.,25,Muž,1,93,82,1,1,0,0
32600,30000,2000.0000,"MONETA Money Bank, a.s.",42,Žena,0,93,65,0,1,1700,0
37006,38000,10000.0000,"Komerční banka, a.s.",43,Muž,0,193,92,0,1,4250,0
36001,35000,6000.0000,"Československá obchodní banka, a.s.",52,Žena,0,178,19,0,1,1200,0
76312,25000,15000.0000,"BNP Paribas Personal Finance SA, odštěpný závod",27,Muž,0,37,89,1,1,1650,1
51301,50000,15000.0000,"Československá obchodní banka, a.s.",33,Muž,0,217,58,0,1,1750,0
73801,14000,5000.0000,Air Bank a.s.,26,Žena,0,86,73,1,2,400,0
78322,17000,2000.0000,"Fio banka, a.s.",21,Žena,0,185,94,0,1,150,0
53901,33000,10000.0000,"Komerční banka, a.s.",28,Muž,1,37,54,0,1,1350,0
46601,8100,5000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",18,Žena,0,193,93,0,1,0,1
74721,18000,15000.0000,"Česká spořitelna, a.s.",47,Žena,1,88,94,0,1,2050,0
41501,45000,10000.0000,Air Bank a.s.,47,Žena,0,193,20,0,1,650,0
70030,23000,2000.0000,"Česká spořitelna, a.s.",21,Žena,1,89,88,0,1,0,0
28911,34071,15000.0000,"Česká spořitelna, a.s.",53,Žena,0,194,25,1,1,4300,0
27752,12000,7000.0000,"MONETA Money Bank, a.s.",75,Žena,0,217,93,0,1,1900,0
70200,15000,15000.0000,"Česká spořitelna, a.s.",18,Žena,1,109,25,1,1,0,0
68801,30000,15000.0000,"Komerční banka, a.s.",33,Muž,1,37,39,1,1,1750,0
27201,35000,15000.0000,Equa bank a.s.,36,Žena,0,213,32,1,1,2850,0
10100,20000,5000.0000,Air Bank a.s.,19,Muž,1,86,34,1,1,0,1
25101,35000,15000.0000,"MONETA Money Bank, a.s.",30,Muž,0,185,38,0,1,2750,0
41705,35000,15000.0000,Raiffeisenbank a.s.,45,Žena,1,91,93,0,1,3650,0
54922,20000,10000.0000,"Česká spořitelna, a.s.",38,Žena,1,89,39,0,0,2200,0
28932,15000,1000.0000,"Česká spořitelna, a.s.",19,Muž,1,46,0,1,1,0,0
53353,18535,5000.0000,Air Bank a.s.,29,Žena,1,37,36,1,0,1450,0
19000,30000,15000.0000,Air Bank a.s.,43,Muž,1,212,67,0,1,0,0
47107,30000,9000.0000,"MONETA Money Bank, a.s.",30,Muž,0,193,24,0,1,3000,0
46601,28500,15000.0000,"Fio banka, a.s.",44,Žena,0,94,93,0,0,4250,0
27751,16000,3000.0000,"Česká spořitelna, a.s.",19,Žena,0,193,95,0,1,600,0
40747,14389,3000.0000,"MONETA Money Bank, a.s.",19,Žena,1,37,89,0,1,450,0
41113,30000,15000.0000,"mBank S.A., organizační složka",23,Muž,1,37,38,1,1,800,1
18200,32000,15000.0000,"Česká spořitelna, a.s.",24,Muž,1,78,82,1,1,1500,0
78301,16000,7000.0000,"Česká spořitelna, a.s.",23,Žena,1,37,93,0,1,200,0
41742,21000,15000.0000,"Česká spořitelna, a.s.",47,Muž,0,89,50,1,1,1100,0
33441,24000,10000.0000,"Československá obchodní banka, a.s.",25,Žena,0,194,32,0,1,2150,0
68401,17000,5000.0000,"Komerční banka, a.s.",33,Žena,1,195,30,0,0,4550,0
27379,12500,2000.0000,"Česká spořitelna, a.s.",34,Muž,1,78,75,0,1,1450,0
26901,25000,8000.0000,Air Bank a.s.,32,Muž,0,46,10,1,1,2450,0
19800,50000,10000.0000,Raiffeisenbank a.s.,40,Muž,0,89,34,0,1,2300,0
35002,26000,4000.0000,"MONETA Money Bank, a.s.",30,Žena,0,109,72,0,1,2400,0
40801,14500,15000.0000,"Československá obchodní banka, a.s.",30,Žena,1,85,12,1,1,2650,0
70800,20000,15000.0000,"Komerční banka, a.s.",32,Žena,1,37,28,1,1,2250,0
41201,16500,15000.0000,"Československá obchodní banka, a.s.",42,Žena,1,93,67,0,1,2700,0
33027,18000,3000.0000,Air Bank a.s.,21,Muž,0,46,25,1,1,0,0
28601,20000,5000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",25,Muž,1,37,93,1,1,850,0
31800,30000,5000.0000,Raiffeisenbank a.s.,26,Žena,1,37,91,0,1,1950,0
76701,16000,1000.0000,"Fio banka, a.s.",28,Muž,1,185,13,0,1,550,0
51253,22000,3000.0000,"Komerční banka, a.s.",22,Muž,0,37,93,0,1,350,0
67140,22100,15000.0000,"MONETA Money Bank, a.s.",22,Žena,0,88,95,0,2,750,0
78701,20000,15000.0000,"Česká spořitelna, a.s.",41,Muž,1,89,63,0,0,2350,0
29471,25000,6000.0000,Equa bank a.s.,25,Žena,1,194,72,0,1,1350,0
14900,23000,10000.0000,Air Bank a.s.,45,Žena,0,217,92,0,1,200,0
33601,19000,4000.0000,"Komerční banka, a.s.",21,Muž,0,109,78,1,1,650,0
66902,6000,2000.0000,"Československá obchodní banka, a.s.",18,Žena,1,109,25,1,1,0,0
19000,26000,3000.0000,"mBank S.A., organizační složka",47,Žena,1,86,28,1,1,4650,0
40502,20000,10000.0000,"MONETA Money Bank, a.s.",33,Žena,1,86,8,1,1,2600,0
50012,38000,10000.0000,"MONETA Money Bank, a.s.",32,Muž,1,46,93,0,1,1500,1
70800,30000,8000.0000,"Česká spořitelna, a.s.",25,Muž,1,193,20,0,0,200,0
19800,27000,5000.0000,Air Bank a.s.,43,Muž,0,109,20,1,1,2900,0
14100,21500,10000.0000,"Komerční banka, a.s.",28,Muž,1,89,78,1,1,250,0
47001,24500,2000.0000,"MONETA Money Bank, a.s.",21,Muž,1,46,92,0,0,1200,0
70800,22000,5000.0000,"Česká spořitelna, a.s.",33,Žena,1,89,73,0,0,1900,0
37363,16000,7000.0000,"Československá obchodní banka, a.s.",43,Žena,0,178,39,0,1,400,0
68762,25000,10000.0000,"Česká spořitelna, a.s.",39,Muž,0,81,89,0,1,6400,0
73994,15500,3000.0000,"Československá obchodní banka, a.s.",44,Muž,1,37,84,1,1,0,0
46311,23000,5000.0000,"MONETA Money Bank, a.s.",25,Muž,1,37,72,1,2,1850,0
67904,35000,10000.0000,Equa bank a.s.,21,Muž,0,95,50,0,1,0,0
46001,10000,1000.0000,"Komerční banka, a.s.",26,Žena,1,109,22,0,1,850,0
10600,20000,2000.0000,"Česká spořitelna, a.s.",32,Muž,0,134,82,0,1,2350,0
79601,41000,10000.0000,Raiffeisenbank a.s.,49,Muž,0,46,84,0,1,4750,0
66484,22000,3000.0000,"MONETA Money Bank, a.s.",23,Muž,1,89,50,0,1,400,0
74718,18500,15000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",18,Muž,0,193,34,0,2,100,1
69127,20000,3000.0000,Air Bank a.s.,24,Muž,1,193,75,1,1,550,0
74101,30000,10000.0000,"Komerční banka, a.s.",29,Muž,0,94,91,0,1,2450,0
55001,19152,10000.0000,"Česká spořitelna, a.s.",21,Žena,1,185,74,0,1,0,0
79201,20000,3000.0000,"Fio banka, a.s.",19,Žena,1,93,25,1,2,0,0
27061,22000,7000.0000,Air Bank a.s.,21,Muž,1,185,70,1,1,0,0
69614,25000,5000.0000,"MONETA Money Bank, a.s.",42,Žena,1,89,22,1,1,0,0
13000,20000,2000.0000,Equa bank a.s.,41,Žena,0,78,14,0,1,0,0
35735,13023,15000.0000,"Československá obchodní banka, a.s.",20,Žena,1,37,79,0,1,0,0
50781,15000,15000.0000,"Československá obchodní banka, a.s.",19,Žena,1,213,55,1,1,0,0
53002,33000,10000.0000,"Česká spořitelna, a.s.",20,Muž,1,46,87,0,1,0,0
70030,18000,10000.0000,"mBank S.A., organizační složka",22,Muž,1,89,84,0,3,0,0
33444,19000,12000.0000,"mBank S.A., organizační složka",23,Žena,1,90,95,0,1,1000,0
50321,26000,9000.0000,"Česká spořitelna, a.s.",26,Žena,1,46,94,0,1,0,0
62500,28000,15000.0000,"Česká spořitelna, a.s.",43,Muž,0,94,93,0,1,1750,0
46311,45000,15000.0000,"Česká spořitelna, a.s.",36,Muž,0,194,91,0,4,1850,0
38101,30000,15000.0000,"MONETA Money Bank, a.s.",33,Muž,1,178,91,1,1,1850,0
58851,21000,5000.0000,"Česká spořitelna, a.s.",21,Muž,1,78,91,0,1,350,0
73601,16000,15000.0000,"Česká spořitelna, a.s.",29,Žena,1,193,34,0,1,4100,0
54233,13000,3000.0000,"Československá obchodní banka, a.s.",24,Muž,1,31,93,0,0,0,0
33901,32000,5000.0000,"Československá obchodní banka, a.s.",39,Žena,1,109,67,0,1,1700,0
14200,32000,8000.0000,Air Bank a.s.,27,Muž,1,37,75,0,2,1900,0
68801,10000,6000.0000,"Česká spořitelna, a.s.",18,Muž,1,85,86,1,1,0,1
68351,16187,10000.0000,Air Bank a.s.,69,Muž,0,82,90,0,1,1350,0
56002,16000,15000.0000,"Československá obchodní banka, a.s.",21,Žena,1,89,70,1,1,1100,0
19600,23000,3000.0000,"mBank S.A., organizační složka",40,Žena,1,46,93,0,1,750,0
60200,21000,5000.0000,"Komerční banka, a.s.",36,Muž,0,178,27,0,1,650,0
43401,23000,2000.0000,"Fio banka, a.s.",38,Žena,1,89,63,0,1,2150,0
73514,13000,3000.0000,"Československá obchodní banka, a.s.",23,Žena,1,194,73,0,0,0,0
73961,15000,3000.0000,"Komerční banka, a.s.",26,Žena,1,77,12,0,0,50,0
14100,17000,10000.0000,"Česká spořitelna, a.s.",29,Žena,0,194,36,0,1,3350,0
46401,19100,5000.0000,"MONETA Money Bank, a.s.",32,Žena,1,37,55,1,0,1500,1
54101,13500,1000.0000,Equa bank a.s.,22,Žena,1,194,14,1,1,700,0
50301,55000,15000.0000,Air Bank a.s.,21,Muž,1,78,94,0,1,50,0
64300,17600,15000.0000,Air Bank a.s.,32,Žena,1,176,70,1,1,100,0
19800,25000,6000.0000,Raiffeisenbank a.s.,18,Muž,1,37,42,1,1,0,0
14000,34000,10000.0000,Raiffeisenbank a.s.,52,Muž,1,78,60,0,1,0,1
46362,24000,4000.0000,Equa bank a.s.,20,Muž,1,37,38,1,1,150,0
43101,33000,10000.0000,"Československá obchodní banka, a.s.",32,Muž,0,195,73,0,1,3800,0
38473,7600,6000.0000,"Komerční banka, a.s.",28,Žena,1,178,23,0,0,800,0
74245,18000,3000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",25,Muž,1,213,82,1,0,1250,0
50601,30000,8000.0000,"Československá obchodní banka, a.s.",26,Muž,1,37,93,0,1,800,0
18000,26500,15000.0000,"BNP Paribas Personal Finance SA, odštěpný závod",52,Žena,1,194,94,0,1,2100,0
41201,28000,10000.0000,"Česká spořitelna, a.s.",19,Muž,0,193,75,0,0,400,0
73571,24000,10000.0000,"Československá obchodní banka, a.s.",42,Muž,1,78,93,0,1,1850,0
76310,16000,15000.0000,"MONETA Money Bank, a.s.",35,Muž,0,85,34,0,1,2550,0
75119,14000,1000.0000,"Česká spořitelna, a.s.",22,Žena,1,37,93,1,1,1300,0
74705,19000,2000.0000,Raiffeisenbank a.s.,30,Žena,1,37,95,0,1,4200,0
13000,40000,10000.0000,Air Bank a.s.,50,Muž,0,89,92,0,1,3100,0
73991,30000,6000.0000,"Česká spořitelna, a.s.",29,Muž,0,78,95,0,1,2450,0
74221,23000,10000.0000,"Česká spořitelna, a.s.",24,Žena,1,213,87,1,1,1350,0
78396,15000,7000.0000,"Československá obchodní banka, a.s.",54,Žena,0,194,85,1,1,0,0
36221,17000,2000.0000,"Komerční banka, a.s.",25,Muž,0,193,56,0,1,2000,0
47301,31000,10000.0000,"Česká spořitelna, a.s.",25,Muž,0,89,50,0,1,0,1
29001,50000,10000.0000,"Komerční banka, a.s.",27,Muž,1,90,64,0,1,800,0
38402,25000,2000.0000,"Česká spořitelna, a.s.",22,Muž,0,178,25,0,1,0,0
75002,17000,5000.0000,"Česká spořitelna, a.s.",20,Žena,0,193,65,0,1,250,0
43003,21000,10000.0000,"Česká spořitelna, a.s.",24,Žena,1,86,95,0,0,50,0
54941,19000,3000.0000,"Česká spořitelna, a.s.",32,Žena,1,31,74,0,1,2400,0
69152,23000,5000.0000,"Česká spořitelna, a.s.",48,Žena,0,89,20,0,1,3850,0
46014,18000,8000.0000,"Česká spořitelna, a.s.",49,Žena,0,217,50,0,1,2900,1
75101,20000,5000.0000,"MONETA Money Bank, a.s.",18,Žena,1,37,64,0,2,0,0
39003,10000,5000.0000,"Fio banka, a.s.",21,Muž,0,85,78,0,1,0,0
77900,23500,6000.0000,Air Bank a.s.,40,Muž,0,94,45,0,1,2700,0
33026,16000,3000.0000,Air Bank a.s.,22,Žena,1,46,58,0,1,250,0
78901,24000,10000.0000,"MONETA Money Bank, a.s.",42,Muž,1,89,58,1,1,0,1
26724,9000,3000.0000,"MONETA Money Bank, a.s.",39,Žena,1,37,43,0,1,0,0
34561,25000,2000.0000,Raiffeisenbank a.s.,22,Muž,1,213,94,0,1,0,0
67801,13500,10000.0000,"Česká spořitelna, a.s.",21,Žena,1,213,69,0,2,0,0
57201,32000,15000.0000,"Československá obchodní banka, a.s.",29,Muž,0,109,31,0,1,0,0
39001,23400,15000.0000,"MONETA Money Bank, a.s.",36,Muž,0,37,64,0,1,0,1
53009,18500,8000.0000,"Československá obchodní banka, a.s.",30,Muž,0,77,9,0,1,0,0
14300,18000,15000.0000,"Česká spořitelna, a.s.",42,Muž,1,90,28,1,1,0,0
46331,23500,10000.0000,"Česká spořitelna, a.s.",31,Žena,1,185,91,0,1,0,0
79858,32000,10000.0000,"Česká spořitelna, a.s.",31,Muž,1,37,15,0,1,0,0
40711,18000,5000.0000,"Česká spořitelna, a.s.",23,Muž,1,37,84,0,1,0,0
50009,18000,5000.0000,"Česká spořitelna, a.s.",21,Žena,1,89,89,0,1,0,0
54401,20000,7000.0000,"Komerční banka, a.s.",18,Žena,0,94,34,1,1,0,0
37003,13000,5000.0000,Air Bank a.s.,19,Muž,1,188,54,0,1,0,1
35002,20000,4000.0000,"Česká spořitelna, a.s.",21,Žena,1,82,93,0,1,0,0
70800,19000,8000.0000,Air Bank a.s.,28,Muž,1,89,10,1,1,0,1
33808,19200,8000.0000,"MONETA Money Bank, a.s.",48,Žena,0,90,95,0,1,0,0
70800,40000,5000.0000,"Česká spořitelna, a.s.",28,Muž,0,164,46,0,1,0,0
62000,30000,10000.0000,"Komerční banka, a.s.",26,Žena,1,89,91,0,1,0,0
75606,23000,15000.0000,"mBank S.A., organizační složka",38,Muž,0,86,89,0,1,0,0
54371,19000,15000.0000,"Česká spořitelna, a.s.",46,Muž,1,192,67,0,1,0,0
28504,32800,15000.0000,"Komerční banka, a.s.",74,Muž,0,193,87,1,1,0,0
77900,17000,7000.0000,Equa bank a.s.,20,Žena,1,178,94,0,1,200,0
51771,11700,5000.0000,"MONETA Money Bank, a.s.",25,Muž,1,88,34,1,4,1500,0
14100,14000,3000.0000,"Česká spořitelna, a.s.",32,Žena,1,46,95,0,1,2650,0
69301,20000,3000.0000,Air Bank a.s.,23,Muž,0,95,80,1,2,700,0
13000,40000,15000.0000,"BNP Paribas Personal Finance SA, odštěpný závod",28,Muž,1,37,23,0,1,0,1
50781,25000,15000.0000,"Československá obchodní banka, a.s.",46,Žena,1,85,95,0,1,2450,0
19000,20000,15000.0000,"Česká spořitelna, a.s.",29,Žena,1,31,34,1,1,3800,0
70030,19000,5000.0000,"MONETA Money Bank, a.s.",23,Žena,1,89,95,0,1,200,0
25001,21000,4000.0000,"Komerční banka, a.s.",23,Muž,1,37,20,0,1,1300,0
69801,20000,5000.0000,Raiffeisenbank a.s.,23,Žena,1,77,94,0,1,300,0
10200,21000,6000.0000,Air Bank a.s.,36,Muž,1,37,90,0,1,600,0
60200,17000,4000.0000,"Fio banka, a.s.",36,Muž,0,85,72,1,1,0,0
28401,35000,15000.0000,"Česká spořitelna, a.s.",19,Muž,1,37,93,0,2,150,0
54101,25000,5000.0000,"Československá obchodní banka, a.s.",26,Muž,1,178,94,0,1,2150,0
69640,18000,10000.0000,"Česká spořitelna, a.s.",35,Žena,0,213,92,1,1,1750,0
76821,20000,10000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",23,Muž,0,86,30,0,1,1150,0
16200,30000,5000.0000,"Česká spořitelna, a.s.",29,Muž,1,89,80,0,2,2450,0
59101,17000,2000.0000,"MONETA Money Bank, a.s.",24,Žena,1,31,86,0,1,1650,0
31200,30000,6000.0000,"Fio banka, a.s.",29,Žena,0,178,25,0,0,1700,0
16000,8000,2000.0000,"Československá obchodní banka, a.s.",18,Muž,0,78,64,0,1,0,0
62700,6111,1000.0000,Raiffeisenbank a.s.,18,Žena,1,78,82,1,0,0,0
27721,15000,3000.0000,"Československá obchodní banka, a.s.",27,Žena,1,95,45,1,1,3300,0
54462,27000,2000.0000,"Československá obchodní banka, a.s.",26,Muž,1,37,79,0,1,1450,0
56956,15000,5000.0000,Air Bank a.s.,20,Žena,1,109,39,0,1,100,0
25092,28000,5000.0000,"Česká spořitelna, a.s.",21,Muž,1,84,92,0,9,100,0
26761,21500,3000.0000,Air Bank a.s.,33,Žena,1,89,72,0,0,1900,0
70030,23500,2000.0000,"Československá obchodní banka, a.s.",32,Muž,0,193,20,0,1,2400,0
29301,12000,8000.0000,Raiffeisenbank a.s.,19,Žena,1,46,29,1,1,0,0
15200,33000,8000.0000,"Československá obchodní banka, a.s.",29,Žena,0,83,94,0,1,2900,0
58001,25000,10000.0000,Raiffeisenbank a.s.,29,Muž,1,89,93,0,0,600,1
34522,25000,8000.0000,Raiffeisenbank a.s.,26,Muž,0,109,60,0,1,1750,1
35601,35000,15000.0000,"Fio banka, a.s.",24,Muž,0,178,77,0,1,1500,0
14300,13610,8000.0000,"Fio banka, a.s.",29,Muž,0,193,29,0,3,1550,0
58401,18000,5000.0000,"MONETA Money Bank, a.s.",23,Muž,1,212,50,1,1,850,0
51233,21000,10000.0000,"MONETA Money Bank, a.s.",29,Muž,1,37,29,0,1,750,0
18000,26000,3000.0000,"Česká spořitelna, a.s.",24,Žena,1,193,91,0,1,1700,0
37348,32000,10000.0000,"Československá obchodní banka, a.s.",31,Muž,0,165,89,0,1,2200,0
25101,28000,10000.0000,"Komerční banka, a.s.",28,Muž,1,178,50,0,1,1700,0
28601,10000,4000.0000,Air Bank a.s.,19,Žena,1,37,19,1,1,0,0
53401,32000,10000.0000,Equa bank a.s.,53,Muž,0,193,40,0,1,4300,0
73985,15000,5000.0000,"Československá obchodní banka, a.s.",22,Žena,1,185,94,0,1,200,0
40007,20000,8000.0000,Equa bank a.s.,23,Muž,1,194,75,0,0,1000,0
38801,18000,10000.0000,"MONETA Money Bank, a.s.",24,Muž,1,37,85,1,0,1050,0
71000,21000,5000.0000,"Československá obchodní banka, a.s.",48,Žena,1,81,24,0,1,4900,0
78401,14000,10000.0000,Air Bank a.s.,27,Muž,1,91,92,0,0,2350,0
28127,15000,4000.0000,"Česká spořitelna, a.s.",34,Žena,1,193,28,0,1,2100,0
54351,18300,7000.0000,"Československá obchodní banka, a.s.",23,Žena,1,109,94,0,1,1150,0
68603,20000,10000.0000,"Česká spořitelna, a.s.",28,Muž,1,80,54,0,1,1650,0
73506,6600,2000.0000,Equa bank a.s.,18,Žena,1,78,93,0,1,0,0
27601,33000,10000.0000,"MONETA Money Bank, a.s.",38,Muž,1,46,50,0,1,1200,0
41201,23000,2000.0000,Equa bank a.s.,24,Muž,0,193,73,0,1,0,1
19300,24000,3000.0000,Air Bank a.s.,22,Muž,1,83,89,0,0,0,0
53843,15000,10000.0000,Air Bank a.s.,67,Žena,0,37,77,0,1,0,0
68335,22000,5000.0000,"mBank S.A., organizační složka",34,Žena,1,89,93,0,1,0,0
66701,32000,10000.0000,Air Bank a.s.,29,Muž,1,37,93,0,1,0,0
40502,16000,15000.0000,Equa bank a.s.,21,Muž,1,46,48,1,1,0,0
39701,22000,6000.0000,"Československá obchodní banka, a.s.",32,Žena,1,178,39,0,1,0,0
43201,32000,10000.0000,"Česká spořitelna, a.s.",31,Muž,0,78,92,0,1,0,0
16300,13000,8000.0000,"MONETA Money Bank, a.s.",34,Muž,0,78,13,1,1,0,0
30100,46000,15000.0000,"MONETA Money Bank, a.s.",53,Muž,0,89,75,1,1,6100,0
60200,14000,5000.0000,"Česká spořitelna, a.s.",29,Žena,0,193,27,0,0,0,0
40747,15000,3000.0000,"Česká spořitelna, a.s.",18,Muž,1,185,12,1,1,0,1
39404,23000,10000.0000,"Česká spořitelna, a.s.",24,Muž,1,46,64,1,3,0,0
56501,40000,15000.0000,"Komerční banka, a.s.",26,Žena,1,89,93,0,0,0,0
47001,15000,1000.0000,"MONETA Money Bank, a.s.",34,Žena,1,92,89,1,1,0,0
46604,20000,3000.0000,"Česká spořitelna, a.s.",18,Žena,1,46,94,1,1,0,0
73961,20000,4000.0000,"Česká spořitelna, a.s.",25,Muž,0,81,64,0,1,0,0
69002,21000,15000.0000,"UniCredit Bank Czech Republic and Slovakia, a.s.",19,Muž,0,193,75,0,1,0,1
27401,14000,6000.0000,"Česká spořitelna, a.s.",18,Muž,1,37,73,0,1,0,0
46601,36000,5000.0000,Equa bank a.s.,28,Muž,0,90,75,1,1,0,0
74285,17500,15000.0000,"MONETA Money Bank, a.s.",20,Žena,1,185,73,0,1,0,0
32300,50000,15000.0000,Air Bank a.s.,33,Žena,1,89,90,0,1,2100,0
59445,15000,8000.0000,"Fio banka, a.s.",21,Žena,1,46,40,0,0,550,0
31800,17000,15000.0000,"MONETA Money Bank, a.s.",42,Žena,1,185,32,0,0,3250,0
26724,32000,15000.0000,"Česká spořitelna, a.s.",42,Muž,1,78,32,0,1,0,1
