,CODE_ZIP,AMT_NET_INCOME,AMT_REQUESTED_TICKET,TEXT_BANK,NUM_AGE,TEXT_GENDER,NFLAG_MOBILEDEVICE,CODE_IP_1,NUM_LEVEN_EMAIL,NFLAG_EMAIL_NUMERAL,CNT_REJECTED,NUM_DAYS_CREDIT_HISTORY,TARGET,AGE_RANGE,SCORE,GENDER
1263,44001,15000,3000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",28,Žena,1,89,91,0,1,900,0,18 - 29,91.60121200000026,1
1264,78324,7000,10000.0,Air Bank a.s.,23,Žena,1,176,94,0,1,1300,0,18 - 29,2262.0940120000005,1
1265,61600,15005,7000.0,"Komerční banka, a.s.",31,Žena,1,109,94,0,1,1000,0,30 - 42,1479.8959120000002,1
1266,28522,40000,14000.0,Air Bank a.s.,28,Muž,1,37,8,0,1,150,0,18 - 29,5089.404962,0
1267,34561,23000,4000.0,"MONETA Money Bank, a.s.",19,Muž,1,90,10,1,11,150,0,18 - 29,1330.9730860000004,0
1268,53002,35000,8000.0,"Česká spořitelna, a.s.",22,Muž,1,46,67,0,1,1150,0,18 - 29,1683.0679620000003,0
1269,50315,20000,3000.0,"Československá obchodní banka, a.s.",26,Muž,1,77,78,1,1,1550,1,18 - 29,-656.5791139999997,0
1270,15500,25000,15000.0,"Česká spořitelna, a.s.",47,Muž,1,46,78,1,1,50,0,43 - 55,5580.62244,0
1271,14100,29000,10000.0,"Československá obchodní banka, a.s.",26,Muž,1,86,43,1,1,200,0,18 - 29,3528.5364360000003,0
1272,74245,26000,4000.0,"Česká spořitelna, a.s.",27,Muž,0,194,94,0,1,1700,0,18 - 29,-453.64609999999993,0
1273,73572,11500,3000.0,"Česká spořitelna, a.s.",36,Žena,0,109,95,0,1,3400,0,30 - 42,-2786.5622000000003,1
1274,77900,20000,5000.0,"Česká spořitelna, a.s.",53,Žena,0,188,92,0,1,1550,0,43 - 55,95.02390400000036,1
1275,67151,10000,15000.0,"Česká spořitelna, a.s.",26,Žena,1,178,70,1,1,0,0,18 - 29,5638.049036,1
1276,73401,28000,8000.0,"Komerční banka, a.s.",31,Žena,0,94,50,0,1,2150,0,30 - 42,531.7240500000003,1
1277,38601,21000,15000.0,"Československá obchodní banka, a.s.",31,Muž,0,79,14,1,5,3350,0,30 - 42,1781.3545740000004,0
1278,73531,29000,7000.0,"Komerční banka, a.s.",25,Muž,1,78,93,0,1,2750,0,18 - 29,-534.726838,0
1279,37001,40000,15000.0,Air Bank a.s.,30,Žena,0,178,93,0,1,1950,0,30 - 42,3392.9446500000004,1
1280,19700,10000,6000.0,"Československá obchodní banka, a.s.",20,Muž,0,89,20,0,1,0,0,18 - 29,2255.1240000000003,0
1281,76302,40000,15000.0,"Fio banka, a.s.",26,Muž,1,89,93,0,1,0,0,18 - 29,5637.940912,0
1282,50004,25000,15000.0,"Československá obchodní banka, a.s.",32,Žena,1,78,86,0,1,650,0,30 - 42,4889.652462,1
1283,70800,30000,4000.0,Equa bank a.s.,27,Muž,1,37,88,0,0,1250,0,18 - 29,64.53066200000012,0
1284,50012,20000,10000.0,Equa bank a.s.,32,Muž,0,87,70,0,1,3500,0,30 - 42,-270.7054999999996,0
1285,29411,42500,6000.0,Air Bank a.s.,33,Muž,1,62,92,0,1,650,0,30 - 42,1506.9664620000003,0
1286,27201,8600,5000.0,Raiffeisenbank a.s.,22,Žena,0,193,36,1,1,1300,0,18 - 29,382.8012240000003,1
1287,46871,18000,5000.0,"Česká spořitelna, a.s.",23,Muž,1,46,77,1,4,900,0,18 - 29,843.4173360000004,0
1288,74221,20000,1000.0,Equa bank a.s.,24,Muž,0,193,9,0,1,900,0,18 - 29,-660.2376999999999,0
1289,25088,23000,8000.0,Air Bank a.s.,24,Žena,1,94,19,0,7,0,1,18 - 29,3006.9629120000004,1
1290,59461,13000,2000.0,"MONETA Money Bank, a.s.",19,Žena,1,90,86,0,3,0,0,18 - 29,751.838912,1
1291,41108,17000,2000.0,Anonymous Bank,22,Žena,1,37,95,0,1,700,0,18 - 29,-54.01018799999997,1
1292,69183,12000,9000.0,"Československá obchodní banka, a.s.",30,Žena,1,80,14,1,1,500,0,30 - 42,2807.318536,1
1293,53002,21000,6000.0,"Komerční banka, a.s.",24,Žena,0,193,93,1,0,1500,0,18 - 29,528.412624,1
1294,10600,8000,5000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",19,Muž,1,78,91,0,1,250,0,18 - 29,1591.5976620000004,0
1295,10000,21000,15000.0,Equa bank a.s.,21,Muž,1,109,70,0,0,150,1,18 - 29,5465.258962,0
1296,53012,35250,15000.0,"Československá obchodní banka, a.s.",34,Muž,0,213,39,0,1,3350,1,30 - 42,1781.24645,0
1297,74705,33490,5000.0,"Československá obchodní banka, a.s.",31,Žena,0,193,60,0,1,1450,0,30 - 42,210.01115000000004,1
1298,40007,23000,5000.0,"Československá obchodní banka, a.s.",36,Žena,1,94,62,0,0,1950,0,30 - 42,-365.46443799999975,1
1299,47114,21000,5000.0,"Česká spořitelna, a.s.",23,Muž,0,194,91,0,1,500,0,18 - 29,1303.6635,0
1300,40746,19000,7000.0,"MONETA Money Bank, a.s.",23,Muž,1,188,38,1,1,300,0,18 - 29,2285.853136,0
1301,14300,25000,2000.0,"Česká spořitelna, a.s.",18,Muž,1,86,78,0,6,0,0,18 - 29,751.838912,0
1302,62100,25000,1000.0,"Česká spořitelna, a.s.",69,Muž,0,89,54,0,2,3850,0,69 - 84,-4056.3160499999994,0
1303,79601,24000,5000.0,Raiffeisenbank a.s.,25,Muž,1,37,89,0,1,1050,0,18 - 29,670.6272620000002,0
1304,68601,57000,10000.0,"Československá obchodní banka, a.s.",27,Muž,1,80,88,0,1,1750,0,18 - 29,1744.0481620000005,0
1305,29431,23000,10000.0,"Česká spořitelna, a.s.",29,Žena,1,78,93,0,1,1100,0,30 - 42,2492.3366120000005,1
1306,70800,17300,5000.0,Air Bank a.s.,24,Žena,1,193,77,0,0,100,0,18 - 29,1764.2796120000003,1
1307,19800,32000,7000.0,"MONETA Money Bank, a.s.",23,Žena,1,86,90,0,1,1100,0,18 - 29,1364.7746120000002,1
1308,13000,25000,5000.0,Air Bank a.s.,28,Muž,0,35,70,0,2,400,0,18 - 29,1418.7848000000001,0
1309,39002,25000,10000.0,"MONETA Money Bank, a.s.",43,Žena,0,79,20,0,0,0,0,43 - 55,3758.6740540000005,1
1310,74221,12000,2000.0,"Komerční banka, a.s.",18,Muž,1,213,75,0,1,0,1,18 - 29,751.838912,0
1311,27341,28000,10000.0,"Česká spořitelna, a.s.",26,Muž,1,37,53,0,1,2000,0,18 - 29,1456.2449120000006,0
1312,46401,23000,5000.0,"mBank S.A., organizační složka",44,Žena,0,149,34,0,1,650,0,43 - 55,1131.1156040000003,1
1313,70200,62000,10000.0,"Komerční banka, a.s.",39,Žena,0,90,93,0,1,2500,0,30 - 42,880.5075000000002,1
1314,28531,15000,2000.0,"Česká spořitelna, a.s.",19,Žena,1,89,73,1,1,0,0,18 - 29,751.947036,1
1315,25788,35000,8000.0,"MONETA Money Bank, a.s.",45,Muž,0,165,30,0,1,1950,0,43 - 55,762.1007040000004,0
1316,25225,19500,10000.0,"Fio banka, a.s.",35,Žena,1,80,86,1,1,1550,0,30 - 42,1974.3988860000004,1
1317,46312,15000,10000.0,"Komerční banka, a.s.",43,Žena,0,31,95,0,1,950,0,43 - 55,2665.0217040000007,1
1318,66491,17000,3000.0,"Komerční banka, a.s.",34,Žena,1,89,24,1,1,3200,0,30 - 42,-2556.080564,1
1319,79401,19000,5000.0,"Česká spořitelna, a.s.",24,Muž,1,78,86,1,0,400,0,18 - 29,1419.0238360000003,0
1320,67201,25000,4000.0,Equa bank a.s.,22,Muž,1,37,93,0,0,900,0,18 - 29,467.4552120000003,0
1321,37705,30000,5000.0,"MONETA Money Bank, a.s.",26,Muž,1,37,14,1,1,150,0,18 - 29,1706.8270860000005,0
1322,25901,20000,6000.0,"Česká spořitelna, a.s.",24,Žena,1,37,38,0,1,1850,0,18 - 29,125.51086200000009,1
1323,70300,10942,2000.0,"Česká spořitelna, a.s.",20,Muž,1,109,48,0,1,0,0,18 - 29,751.838912,0
1324,28504,20000,6000.0,"Česká spořitelna, a.s.",21,Muž,0,188,29,0,1,150,0,18 - 29,2082.44205,0
1325,69143,17000,3000.0,Equa bank a.s.,25,Muž,1,37,94,0,1,150,0,18 - 29,955.0109620000002,0
1326,68753,25000,6000.0,"Česká spořitelna, a.s.",20,Muž,1,37,79,1,1,150,0,18 - 29,2082.681086,0
1327,75501,22000,3000.0,"Československá obchodní banka, a.s.",19,Muž,1,37,75,0,0,0,0,18 - 29,1127.6929120000002,0
1328,41301,29000,10000.0,Air Bank a.s.,50,Žena,1,46,78,1,1,4600,0,43 - 55,-1536.66671,1
1329,29428,25000,4000.0,"Komerční banka, a.s.",23,Žena,1,213,47,0,1,750,0,18 - 29,640.1371620000002,1
1330,54941,17000,10000.0,"Česká spořitelna, a.s.",31,Žena,1,31,67,0,1,1950,0,30 - 42,1513.8055620000005,1
1331,25167,30000,6000.0,Equa bank a.s.,28,Žena,1,37,40,0,1,1250,0,18 - 29,816.2386620000002,1
1332,53335,20000,4000.0,"Česká spořitelna, a.s.",35,Žena,1,46,83,0,1,1750,0,30 - 42,-511.07583799999975,1
1333,70030,19000,10000.0,Equa bank a.s.,33,Muž,1,86,89,0,0,150,0,30 - 42,3585.9889620000004,0
1334,31200,23000,7000.0,Raiffeisenbank a.s.,34,Žena,1,37,77,0,1,4350,0,30 - 42,-2376.6676380000004,1
1335,17000,26000,5000.0,"Československá obchodní banka, a.s.",31,Muž,1,78,90,0,1,3100,0,30 - 42,-1689.3593879999996,0
1336,50003,20000,15000.0,"Komerční banka, a.s.",29,Muž,1,78,84,0,1,2000,0,30 - 42,3335.514912,0
1337,74761,39000,15000.0,"Česká spořitelna, a.s.",28,Muž,1,37,92,0,1,2000,0,18 - 29,3335.514912,0
1338,29301,30000,5000.0,"Česká spořitelna, a.s.",45,Muž,0,178,75,0,1,3250,0,43 - 55,-1862.0381959999997,0
1339,50012,14110,4000.0,"Československá obchodní banka, a.s.",27,Muž,1,89,93,0,0,0,0,18 - 29,1503.5469120000002,0
1340,79201,20000,4000.0,"Komerční banka, a.s.",44,Žena,0,93,56,0,1,4700,0,43 - 55,-3907.151046,1
1341,25070,40000,6000.0,"MONETA Money Bank, a.s.",25,Žena,0,109,94,0,1,1400,0,18 - 29,643.4258000000002,1
1342,53345,35000,10000.0,"MONETA Money Bank, a.s.",34,Muž,1,37,92,0,1,4800,0,30 - 42,-1767.1514879999995,0
1343,37809,30000,8000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",28,Muž,0,178,95,0,1,50,0,18 - 29,2949.2713500000004,0
1344,53803,20000,15000.0,"Československá obchodní banka, a.s.",23,Muž,1,37,91,0,1,850,0,18 - 29,4659.409862,0
1345,25726,13000,3000.0,"Československá obchodní banka, a.s.",18,Žena,1,77,75,0,1,0,0,18 - 29,1127.6929120000002,1
1346,39701,25000,10000.0,"MONETA Money Bank, a.s.",30,Muž,1,46,80,0,0,3300,0,30 - 42,-40.331987999999455,0
1347,35002,19000,15000.0,"Česká spořitelna, a.s.",29,Žena,1,109,47,0,1,1550,1,30 - 42,3853.560762,1
1348,18200,12000,10000.0,"Československá obchodní banka, a.s.",48,Žena,0,37,95,0,1,2350,0,43 - 55,1053.3235040000004,1
1349,46348,50000,15000.0,"Komerční banka, a.s.",36,Muž,0,86,88,0,1,4450,0,30 - 42,514.9121500000001,0
1350,76502,17000,10000.0,Air Bank a.s.,40,Žena,0,109,71,0,1,3150,0,30 - 42,132.21905000000015,1
1351,70030,11000,5000.0,"MONETA Money Bank, a.s.",19,Žena,0,83,94,0,1,0,0,18 - 29,1879.2700000000002,1
1352,68501,30000,12000.0,"Komerční banka, a.s.",26,Muž,1,185,93,1,1,0,0,18 - 29,4510.487036,0
1353,25168,35000,15000.0,"Komerční banka, a.s.",32,Muž,0,193,92,0,1,0,0,30 - 42,5637.81,0
1354,36301,23000,3000.0,Equa bank a.s.,25,Muž,1,85,43,0,1,1700,0,18 - 29,-829.3691879999999,0
1355,44001,35000,5000.0,"MONETA Money Bank, a.s.",54,Žena,0,89,50,0,1,600,0,43 - 55,1188.6762540000004,1
1356,40502,25000,15000.0,"Fio banka, a.s.",44,Žena,0,31,19,1,1,2000,1,43 - 55,3335.626178000001,1
1357,41501,14000,15000.0,Equa bank a.s.,66,Muž,0,78,94,0,1,2800,0,56 - 68,2414.6321140000005,0
1358,79851,18000,5000.0,"Česká spořitelna, a.s.",27,Žena,0,185,18,1,1,1800,0,18 - 29,-192.8052759999996,1
1359,39201,20000,5000.0,"Česká spořitelna, a.s.",27,Muž,0,185,84,0,1,0,0,18 - 29,1879.2700000000002,0
1360,43201,27000,5000.0,"Československá obchodní banka, a.s.",21,Muž,0,37,77,1,0,850,0,18 - 29,900.8470740000002,0
1361,47161,23000,6000.0,Raiffeisenbank a.s.,20,Žena,1,46,50,1,0,50,0,18 - 29,2197.8023860000003,1
1362,67168,27000,5000.0,"Československá obchodní banka, a.s.",23,Muž,1,212,72,1,1,700,0,18 - 29,1073.6599360000005,0
1363,33214,30000,10000.0,"Česká spořitelna, a.s.",31,Muž,1,77,92,0,1,2050,0,30 - 42,1398.6842620000002,0
1364,69662,17600,5000.0,"Česká spořitelna, a.s.",41,Žena,1,46,7,1,1,2850,0,30 - 42,-1401.4480139999996,1
1365,43521,28000,5000.0,"MONETA Money Bank, a.s.",32,Žena,1,78,60,0,1,250,0,30 - 42,1591.5976620000004,1
1366,25242,22000,12000.0,"Komerční banka, a.s.",29,Žena,0,89,92,0,1,850,0,30 - 42,3531.7169500000005,1
1367,34701,15000,10000.0,Equa bank a.s.,43,Žena,1,178,72,1,0,1150,0,43 - 55,2435.01814,1
1368,70200,8000,4000.0,"Komerční banka, a.s.",18,Žena,1,86,95,1,0,0,0,18 - 29,1503.6550360000003,1
1369,34561,17000,10000.0,"Československá obchodní banka, a.s.",46,Žena,1,82,63,1,1,3650,0,43 - 55,-443.01435999999967,1
1370,41742,20000,7000.0,Air Bank a.s.,21,Žena,1,82,95,0,0,250,0,18 - 29,2343.305662,1
1371,25751,13332,1000.0,"Komerční banka, a.s.",38,Muž,0,188,23,0,1,600,0,30 - 42,-314.87379999999996,0
1372,50006,8000,10000.0,Air Bank a.s.,24,Muž,0,188,84,1,1,50,0,18 - 29,3701.0874740000004,0
1373,54373,8000,2000.0,"Komerční banka, a.s.",18,Muž,0,85,25,0,1,0,0,18 - 29,751.7080000000001,0
1374,46312,39000,10000.0,"mBank S.A., organizační složka",29,Muž,1,90,94,0,0,2350,0,30 - 42,1053.3203620000004,0
1375,71700,26000,10000.0,"Česká spořitelna, a.s.",28,Žena,1,37,20,0,1,650,0,18 - 29,3010.3824620000005,1
1376,14300,21500,10000.0,Raiffeisenbank a.s.,45,Muž,0,193,34,0,1,400,0,43 - 55,3298.1888540000004,0
1377,54931,18000,10000.0,"MONETA Money Bank, a.s.",30,Žena,1,193,94,0,1,4150,0,30 - 42,-1018.8630379999995,1
1378,26301,25000,10000.0,"Česká spořitelna, a.s.",28,Žena,1,77,23,1,1,2550,0,18 - 29,823.1858860000002,1
1379,67507,27000,10000.0,"MONETA Money Bank, a.s.",44,Muž,0,185,88,0,1,6550,0,43 - 55,-3781.771096,0
1380,68321,25000,3000.0,"Komerční banka, a.s.",29,Žena,1,46,91,0,1,2300,0,30 - 42,-1520.096988,1
1381,73998,15000,10000.0,"Česká spořitelna, a.s.",21,Muž,0,78,87,1,1,1050,0,18 - 29,2549.874474,0
1382,70030,16000,6000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",24,Muž,1,89,53,0,1,1150,0,18 - 29,931.3599620000002,0
1383,29401,25000,3000.0,"Česká spořitelna, a.s.",20,Muž,0,91,77,0,3,450,0,18 - 29,609.5161500000002,0
1384,46362,18000,2000.0,"mBank S.A., organizační složka",19,Muž,1,89,74,1,1,0,0,18 - 29,751.947036,0
1385,54701,45000,15000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",33,Žena,0,91,24,0,1,4550,0,30 - 42,399.7908500000003,1
1386,28163,18000,15000.0,"Československá obchodní banka, a.s.",39,Muž,0,188,88,0,1,2400,0,30 - 42,2874.8988000000004,0
1387,36001,32000,8000.0,Air Bank a.s.,29,Muž,1,37,58,0,1,2200,0,30 - 42,474.29431200000045,0
1388,67178,35000,4000.0,Equa bank a.s.,30,Muž,1,176,38,1,2,1750,0,30 - 42,-510.96771399999966,0
1389,50313,20000,1000.0,"Česká spořitelna, a.s.",26,Muž,0,188,30,0,0,1600,0,18 - 29,-1466.0868,0
1390,37701,35000,9000.0,Air Bank a.s.,18,Muž,0,185,70,1,4,0,1,18 - 29,3382.794124,0
1391,68705,21000,2000.0,"Československá obchodní banka, a.s.",41,Žena,0,194,92,0,1,5600,0,30 - 42,-5695.0848000000005,1
1392,58601,40000,10000.0,"Česká spořitelna, a.s.",30,Muž,1,37,27,0,1,500,0,30 - 42,3183.0644120000006,0
1393,66491,18000,3000.0,"mBank S.A., organizační složka",21,Muž,0,109,10,0,1,200,0,18 - 29,897.3194000000001,0
1394,63600,20000,10000.0,Air Bank a.s.,69,Žena,1,37,94,0,1,4150,1,69 - 84,-1018.8630379999995,1
1395,37001,15000,4000.0,"Komerční banka, a.s.",26,Žena,0,89,80,0,0,0,0,18 - 29,1503.4160000000002,1
1396,70030,23000,10000.0,Equa bank a.s.,24,Muž,1,62,94,0,1,1000,0,18 - 29,2607.4579120000008,0
1397,14000,40000,5000.0,"Česká spořitelna, a.s.",45,Žena,1,88,55,1,1,4100,0,43 - 55,-2840.33021,1
1398,43401,18000,10000.0,Raiffeisenbank a.s.,18,Žena,1,89,29,1,1,0,0,18 - 29,3758.7790360000004,1
1399,34561,40000,3000.0,"Česká spořitelna, a.s.",28,Muž,1,213,65,0,1,1200,0,18 - 29,-253.7626879999998,0
1400,47103,45000,7000.0,"MONETA Money Bank, a.s.",34,Muž,1,109,86,0,0,3800,0,30 - 42,-1743.5004880000001,0
1401,37301,18000,2000.0,"MONETA Money Bank, a.s.",22,Muž,1,178,18,1,1,850,0,18 - 29,-226.58401400000002,0
1402,41731,20000,15000.0,"Česká spořitelna, a.s.",29,Žena,1,37,12,1,0,750,0,30 - 42,4774.6392860000005,1
1403,29471,14000,4000.0,"Československá obchodní banka, a.s.",48,Žena,0,178,14,0,1,3850,0,43 - 55,-2928.6199959999994,1
1404,43401,42000,10000.0,Air Bank a.s.,29,Muž,1,78,92,0,1,2350,0,30 - 42,1053.3203620000004,0
1405,76901,90000,15000.0,Raiffeisenbank a.s.,36,Muž,0,78,93,0,1,3000,0,30 - 42,2184.1710000000003,0
1406,63500,40000,15000.0,"Česká spořitelna, a.s.",28,Muž,0,193,89,0,0,2050,0,18 - 29,3277.82335,0
1407,33401,33000,6000.0,"Komerční banka, a.s.",37,Muž,1,37,50,0,1,1900,0,30 - 42,67.95021200000019,0
1408,28923,20000,15000.0,"Česká spořitelna, a.s.",60,Žena,0,85,94,0,1,2400,0,56 - 68,2875.1173140000005,1
1409,70030,15000,10000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",29,Žena,1,193,91,0,1,1100,0,30 - 42,2492.3366120000005,1
1410,35751,20000,10000.0,"Československá obchodní banka, a.s.",19,Muž,1,94,39,0,1,0,1,18 - 29,3758.6709120000005,0
1411,79601,22000,10000.0,Air Bank a.s.,27,Muž,0,178,34,1,1,850,0,18 - 29,2780.1170740000002,0
1412,46001,19000,12000.0,"Česká spořitelna, a.s.",28,Muž,1,86,0,1,1,2750,0,18 - 29,1344.6512860000003,0
1413,29301,7600,1000.0,"Komerční banka, a.s.",22,Žena,1,109,36,0,1,0,0,18 - 29,375.98491200000007,1
1414,13000,80000,10000.0,Air Bank a.s.,40,Muž,1,46,91,0,1,1500,0,30 - 42,2031.8514120000004,0
1415,40502,7500,15000.0,Air Bank a.s.,23,Žena,1,46,19,1,0,100,0,18 - 29,5522.927736000001,1
1416,27303,28000,15000.0,"Česká spořitelna, a.s.",36,Muž,1,89,10,1,8,2850,0,30 - 42,2357.0919860000004,0
1417,72529,24000,4000.0,"Česká spořitelna, a.s.",21,Muž,1,37,64,1,0,1100,0,18 - 29,237.32073600000035,0
1418,59262,23000,15000.0,"Česká spořitelna, a.s.",27,Muž,1,37,91,0,1,1550,0,18 - 29,3853.560762,0
1419,75655,23500,6000.0,Equa bank a.s.,27,Muž,0,193,8,0,1,1550,0,18 - 29,470.7438500000003,0
1420,28002,25000,1000.0,"Česká spořitelna, a.s.",40,Žena,1,37,69,0,1,2750,0,30 - 42,-2789.8508380000003,1
1421,14900,15000,7000.0,"Česká spořitelna, a.s.",29,Žena,1,89,95,1,1,500,0,30 - 42,2055.610536,1
1422,32600,28000,3000.0,"Česká spořitelna, a.s.",20,Muž,1,89,93,0,1,0,0,18 - 29,1127.6929120000002,0
1423,28571,41000,5000.0,"Česká spořitelna, a.s.",25,Muž,0,89,54,1,1,1650,0,18 - 29,-20.12332599999968,0
1424,39301,25000,1000.0,"MONETA Money Bank, a.s.",43,Muž,1,90,36,1,0,2200,0,43 - 55,-2156.44151,0
1425,46007,18000,5000.0,"Československá obchodní banka, a.s.",20,Žena,1,185,94,0,0,0,0,18 - 29,1879.4009120000003,1
1426,73301,13500,2000.0,"mBank S.A., organizační složka",21,Muž,1,86,17,1,1,150,0,18 - 29,579.265086,0
1427,29501,7315,2000.0,"Fio banka, a.s.",28,Žena,0,91,82,0,1,1650,0,18 - 29,-1147.79345,1
1428,44001,25000,3000.0,Raiffeisenbank a.s.,26,Muž,1,78,85,1,1,1550,0,18 - 29,-656.5791139999997,0
1429,47001,33000,15000.0,"Komerční banka, a.s.",36,Žena,1,84,95,0,1,1700,0,30 - 42,3680.878812,1
1430,79601,27000,3000.0,"Česká spořitelna, a.s.",20,Muž,0,193,43,1,0,450,0,18 - 29,609.6242740000002,0
1431,27703,11500,1000.0,"MONETA Money Bank, a.s.",26,Žena,1,78,54,0,1,1300,0,18 - 29,-1120.591988,1
1432,41108,37500,15000.0,Air Bank a.s.,40,Muž,1,194,92,0,2,3250,0,30 - 42,1896.498662,0
1433,69701,6000,5000.0,"Fio banka, a.s.",27,Žena,1,37,50,0,1,850,0,18 - 29,900.8698620000002,1
1434,75101,18000,2000.0,Air Bank a.s.,21,Muž,1,93,23,1,4,0,0,18 - 29,751.947036,0
1435,36301,18000,4000.0,"Československá obchodní banka, a.s.",25,Žena,1,37,25,1,1,200,0,18 - 29,1273.4124360000003,1
1436,37853,15000,5000.0,"Česká spořitelna, a.s.",31,Žena,1,178,89,0,1,350,0,30 - 42,1476.4763620000003,1
1437,27742,22000,10000.0,"MONETA Money Bank, a.s.",23,Muž,1,89,75,1,1,200,0,18 - 29,3528.5364360000003,0
1438,36401,17500,5000.0,"MONETA Money Bank, a.s.",39,Žena,1,37,10,0,1,1850,0,30 - 42,-250.34313799999995,1
1439,70200,20000,10000.0,"MONETA Money Bank, a.s.",31,Muž,0,193,17,0,3,2500,0,30 - 42,880.5075000000002,0
1440,50351,15300,10000.0,"Československá obchodní banka, a.s.",22,Žena,1,46,25,1,1,150,0,18 - 29,3586.097086,1
1441,73401,29000,4000.0,Air Bank a.s.,24,Muž,1,46,67,0,1,1100,0,18 - 29,237.21261200000026,0
1442,38272,42000,8000.0,"Česká spořitelna, a.s.",29,Muž,0,178,93,0,0,3600,0,30 - 42,-1137.5347999999994,0
1443,10200,33000,10000.0,"Československá obchodní banka, a.s.",46,Muž,1,37,93,1,1,3650,0,43 - 55,-443.01435999999967,0
1444,50301,19000,4000.0,"Československá obchodní banka, a.s.",24,Muž,0,185,90,0,1,0,0,18 - 29,1503.4160000000002,0
1445,33561,14000,2000.0,"Československá obchodní banka, a.s.",29,Žena,1,77,32,0,1,2350,0,30 - 42,-1953.511638,1
1446,38301,10924,10000.0,"Česká spořitelna, a.s.",25,Muž,1,194,14,1,1,150,1,18 - 29,3586.097086,0
1447,56501,26000,5000.0,"MONETA Money Bank, a.s.",22,Muž,1,46,91,0,0,1250,0,18 - 29,440.38466200000016,0
1448,34101,32500,6000.0,"MONETA Money Bank, a.s.",45,Muž,0,94,50,0,1,400,0,43 - 55,1794.7728540000003,0
1449,73801,14400,5000.0,"MONETA Money Bank, a.s.",26,Žena,1,89,72,0,1,1550,0,18 - 29,95.02076200000033,1
1450,40001,22000,10000.0,Air Bank a.s.,49,Žena,0,195,42,0,1,3150,0,43 - 55,132.35310400000026,1
1451,73551,23000,1000.0,Air Bank a.s.,45,Muž,1,37,93,0,1,2900,0,43 - 55,-2962.3987340000003,0
1452,40753,20704,2000.0,"Česká spořitelna, a.s.",37,Žena,1,88,59,0,1,2250,0,30 - 42,-1838.3903380000002,1
1453,59101,25000,4000.0,"Československá obchodní banka, a.s.",24,Žena,1,37,22,1,1,1150,0,18 - 29,179.76008600000023,1
1454,70800,36000,5000.0,"Česká spořitelna, a.s.",32,Muž,1,193,91,0,1,2150,0,30 - 42,-595.7070379999998,0
1455,70800,16000,3000.0,"Česká spořitelna, a.s.",38,Muž,0,77,91,0,1,850,0,30 - 42,149.03095000000008,0
1456,35135,18000,1000.0,"Komerční banka, a.s.",23,Muž,1,176,70,0,1,550,0,18 - 29,-257.1822379999999,0
1457,32300,80000,15000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",33,Žena,1,89,88,0,1,4600,0,30 - 42,342.3611119999996,1
1458,56124,16000,3000.0,"Česká spořitelna, a.s.",28,Muž,1,82,92,1,1,1200,0,18 - 29,-253.6545639999997,0
1459,25067,38000,1000.0,"Česká spořitelna, a.s.",36,Žena,1,89,25,0,1,2200,0,30 - 42,-2156.683688,1
1460,66491,15000,6000.0,"Československá obchodní banka, a.s.",21,Muž,0,80,75,1,1,800,0,18 - 29,1334.261724,0
1461,19016,30000,14000.0,"MONETA Money Bank, a.s.",30,Žena,1,109,30,0,1,1500,0,30 - 42,3535.2674119999997,1
1462,26252,35000,6000.0,"Československá obchodní banka, a.s.",19,Muž,1,86,34,0,1,0,0,18 - 29,2255.2549120000003,0
1463,79084,15000,1000.0,"Česká spořitelna, a.s.",20,Muž,1,213,93,0,0,0,0,18 - 29,375.98491200000007,0
1464,39701,17000,3000.0,"Česká spořitelna, a.s.",22,Žena,0,193,43,1,1,300,0,18 - 29,782.3062240000002,1
1465,14000,40000,15000.0,Raiffeisenbank a.s.,31,Muž,0,178,0,0,0,3850,0,30 - 42,1205.6399500000007,0
1466,57001,17000,4000.0,"UniCredit Bank Czech Republic and Slovakia, a.s.",20,Muž,1,37,80,0,1,150,0,18 - 29,1330.8649620000003,0
1467,59231,24000,10000.0,"Komerční banka, a.s.",32,Muž,1,37,28,0,1,2600,0,30 - 42,765.5171120000005,0
1468,25210,26000,10000.0,Air Bank a.s.,30,Muž,0,94,17,0,1,2150,0,30 - 42,1283.4320500000003,0
1469,34142,28000,6000.0,"mBank S.A., organizační složka",26,Žena,1,46,50,1,1,1550,0,18 - 29,470.98288600000024,1
1470,28922,30000,3000.0,"MONETA Money Bank, a.s.",52,Žena,0,62,89,0,1,2550,0,43 - 55,-1807.897096,1
1471,25801,20000,4000.0,Equa bank a.s.,32,Muž,0,109,82,0,1,3750,0,30 - 42,-2813.6327499999998,0
1472,13000,25000,6000.0,"mBank S.A., organizační složka",28,Žena,1,80,90,1,1,150,0,18 - 29,2082.681086,1
1473,75661,19750,5000.0,"Česká spořitelna, a.s.",37,Žena,1,89,13,1,1,0,1,30 - 42,1879.5090360000004,1
1474,46331,51000,10000.0,"MONETA Money Bank, a.s.",21,Muž,1,79,84,1,1,0,1,18 - 29,3758.7790360000004,0
